column_name,dictionary_match,source_table,description,type,units,modality,missing_rate,non_missing_count,unique_count,available_in_d3,suspected_label,suspected_leakage,duplicated_measurement_family,recommended_use,exclusion_reason
BRAAK2_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 2 ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,BRAAK2_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
BRAAK3_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 3,N,av1451 uptake - subregion,pet_other,0.993015,89,87,False,False,False,BRAAK3,exclude_high_missing,Availability is below the configured feature threshold.
BRAAK3_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 3 ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,BRAAK3_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
BRAAK4_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 4,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,BRAAK4,exclude_high_missing,Availability is below the configured feature threshold.
BRAAK4_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 4 ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,BRAAK4_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
BRAAK5_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 5,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,BRAAK5,exclude_high_missing,Availability is below the configured feature threshold.
BRAAK5_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 5 ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,BRAAK5_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
BRAAK6_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 6,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,BRAAK6,exclude_high_missing,Availability is below the configured feature threshold.
BRAAK6_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,Braak region 6 ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,BRAAK6_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
ERODED_SUBCORTICALWM_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,subcortical WM eroded away from cortex,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,ERODED_SUBCORTICALWM,exclude_high_missing,Availability is below the configured feature threshold.
ERODED_SUBCORTICALWM_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,subcortical WM eroded away from cortex in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,ERODED_SUBCORTICALWM_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_3RD_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,3rd-ventricle,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,VENTRICLE_3RD,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_3RD_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,3rd-ventricle ROI size in mm^3,N,mm^3,pet_other,0.993015,89,87,False,False,False,VENTRICLE_3RD_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_4TH_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,4th-ventricle,N,av1451 uptake - subregion,pet_other,0.993015,89,87,False,False,False,VENTRICLE_4TH,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_4TH_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,4th-ventricle ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,VENTRICLE_4TH_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_5TH_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,5th-ventricle,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,VENTRICLE_5TH,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_5TH_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,5th-ventricle ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,VENTRICLE_5TH_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
BRAINSTEM_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,brain-stem,N,av1451 uptake - subregion,pet_other,0.99741,33,33,False,False,False,BRAINSTEM,exclude_high_missing,Availability is below the configured feature threshold.
BRAINSTEM_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,brain-stem ROI size in mm^3,N,mm^3,pet_other,0.99741,33,19,False,False,False,BRAINSTEM_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_ANTERIOR_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-anterior,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CC_ANTERIOR,exclude_high_missing,Availability is below the configured feature threshold.
CC_ANTERIOR_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-anterior ROI size in mm^3,N,mm^3,pet_other,0.993015,89,78,False,False,False,CC_ANTERIOR_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_CENTRAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-central,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CC_CENTRAL,exclude_high_missing,Availability is below the configured feature threshold.
CC_CENTRAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-central ROI size in mm^3,N,mm^3,pet_other,0.993015,89,70,False,False,False,CC_CENTRAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_MID_ANTERIOR_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-mid-anterior,N,av1451 uptake - subregion,pet_other,0.993015,89,86,False,False,False,CC_MID_ANTERIOR,exclude_high_missing,Availability is below the configured feature threshold.
CC_MID_ANTERIOR_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-mid-anterior ROI size in mm^3,N,mm^3,pet_other,0.993015,89,72,False,False,False,CC_MID_ANTERIOR_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_MID_POSTERIOR_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-mid-posterior,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CC_MID_POSTERIOR,exclude_high_missing,Availability is below the configured feature threshold.
CC_MID_POSTERIOR_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-mid-posterior ROI size in mm^3,N,mm^3,pet_other,0.993015,89,72,False,False,False,CC_MID_POSTERIOR_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_POSTERIOR_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-posterior,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CC_POSTERIOR,exclude_high_missing,Availability is below the configured feature threshold.
CC_POSTERIOR_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,cc-posterior ROI size in mm^3,N,mm^3,pet_other,0.993015,89,80,False,False,False,CC_POSTERIOR_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CSF_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,csf,N,av1451 uptake - subregion,pet_other,0.993015,89,87,False,False,False,CSF,exclude_high_missing,Availability is below the configured feature threshold.
CSF_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,csf ROI size in mm^3,N,mm^3,pet_other,0.993015,89,82,False,False,False,CSF_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_BANKSSTS_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-bankssts,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_BANKSSTS,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_BANKSSTS_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-bankssts ROI size in mm^3,N,mm^3,pet_other,0.993015,89,83,False,False,False,CTX_LH_BANKSSTS_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_CAUDALANTERIORCINGULATE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-caudalanteriorcingulate,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_CAUDALANTERIORCINGULATE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_CAUDALANTERIORCINGULATE_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-caudalanteriorcingulate ROI size in mm^3,N,mm^3,pet_other,0.993015,89,83,False,False,False,CTX_LH_CAUDALANTERIORCINGULATE_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_CAUDALMIDDLEFRONTAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-caudalmiddlefrontal,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_CAUDALMIDDLEFRONTAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-caudalmiddlefrontal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_CAUDALMIDDLEFRONTAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_CUNEUS_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-cuneus,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_CUNEUS,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_CUNEUS_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-cuneus ROI size in mm^3,N,mm^3,pet_other,0.993015,89,81,False,False,False,CTX_LH_CUNEUS_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_ENTORHINAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-entorhinal,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_ENTORHINAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_ENTORHINAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-entorhinal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,81,False,False,False,CTX_LH_ENTORHINAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_FRONTALPOLE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-frontalpole,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_FRONTALPOLE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_FRONTALPOLE_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-frontalpole ROI size in mm^3,N,mm^3,pet_other,0.993015,89,80,False,False,False,CTX_LH_FRONTALPOLE_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_FUSIFORM_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-fusiform,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_FUSIFORM,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_FUSIFORM_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-fusiform ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_FUSIFORM_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_INFERIORPARIETAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-inferiorparietal,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_INFERIORPARIETAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_INFERIORPARIETAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-inferiorparietal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_INFERIORPARIETAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_INFERIORTEMPORAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-inferiortemporal,N,av1451 uptake - subregion,pet_other,0.993015,89,87,False,False,False,CTX_LH_INFERIORTEMPORAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_INFERIORTEMPORAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-inferiortemporal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_INFERIORTEMPORAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_INSULA_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-insula,N,av1451 uptake - subregion,pet_other,0.993015,89,86,False,False,False,CTX_LH_INSULA,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_INSULA_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-insula ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_INSULA_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_ISTHMUSCINGULATE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-isthmuscingulate,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_ISTHMUSCINGULATE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_ISTHMUSCINGULATE_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-isthmuscingulate ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_ISTHMUSCINGULATE_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_LATERALOCCIPITAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-lateraloccipital,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_LATERALOCCIPITAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_LATERALOCCIPITAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-lateraloccipital ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_LATERALOCCIPITAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_LATERALORBITOFRONTAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-lateralorbitofrontal,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_LATERALORBITOFRONTAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_LATERALORBITOFRONTAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-lateralorbitofrontal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_LATERALORBITOFRONTAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_LINGUAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-lingual,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_LINGUAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_LINGUAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-lingual ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_LINGUAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_MEDIALORBITOFRONTAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-medialorbitofrontal,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_MEDIALORBITOFRONTAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_MEDIALORBITOFRONTAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-medialorbitofrontal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_MEDIALORBITOFRONTAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_MIDDLETEMPORAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-middletemporal,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_MIDDLETEMPORAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_MIDDLETEMPORAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-middletemporal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_MIDDLETEMPORAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARACENTRAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-paracentral,N,av1451 uptake - subregion,pet_other,0.993015,89,87,False,False,False,CTX_LH_PARACENTRAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARACENTRAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-paracentral ROI size in mm^3,N,mm^3,pet_other,0.993015,89,81,False,False,False,CTX_LH_PARACENTRAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARAHIPPOCAMPAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-parahippocampal,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_PARAHIPPOCAMPAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARAHIPPOCAMPAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-parahippocampal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,81,False,False,False,CTX_LH_PARAHIPPOCAMPAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARSOPERCULARIS_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-parsopercularis,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_PARSOPERCULARIS,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARSOPERCULARIS_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-parsopercularis ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_PARSOPERCULARIS_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARSORBITALIS_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-parsorbitalis,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_PARSORBITALIS,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARSORBITALIS_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-parsorbitalis ROI size in mm^3,N,mm^3,pet_other,0.993015,89,79,False,False,False,CTX_LH_PARSORBITALIS_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARSTRIANGULARIS_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-parstriangularis,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_PARSTRIANGULARIS,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PARSTRIANGULARIS_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-parstriangularis ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_PARSTRIANGULARIS_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PERICALCARINE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-pericalcarine,N,av1451 uptake - subregion,pet_other,0.993015,89,86,False,False,False,CTX_LH_PERICALCARINE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PERICALCARINE_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-pericalcarine ROI size in mm^3,N,mm^3,pet_other,0.993015,89,81,False,False,False,CTX_LH_PERICALCARINE_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_POSTCENTRAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-postcentral,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_POSTCENTRAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_POSTCENTRAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-postcentral ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_POSTCENTRAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_POSTERIORCINGULATE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-posteriorcingulate,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_POSTERIORCINGULATE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_POSTERIORCINGULATE_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-posteriorcingulate ROI size in mm^3,N,mm^3,pet_other,0.993015,89,83,False,False,False,CTX_LH_POSTERIORCINGULATE_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PRECENTRAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-precentral,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_PRECENTRAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PRECENTRAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-precentral ROI size in mm^3,N,mm^3,pet_other,0.993015,89,84,False,False,False,CTX_LH_PRECENTRAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PRECUNEUS_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-precuneus,N,av1451 uptake - subregion,pet_other,0.993015,89,88,False,False,False,CTX_LH_PRECUNEUS,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_PRECUNEUS_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-precuneus ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_PRECUNEUS_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_ROSTRALANTERIORCINGULATE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-rostralanteriorcingulate,N,av1451 uptake - subregion,pet_other,0.993015,89,85,False,False,False,CTX_LH_ROSTRALANTERIORCINGULATE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_ROSTRALANTERIORCINGULATE_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-rostralanteriorcingulate ROI size in mm^3,N,mm^3,pet_other,0.993015,89,82,False,False,False,CTX_LH_ROSTRALANTERIORCINGULATE_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_ROSTRALMIDDLEFRONTAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-rostralmiddlefrontal,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_ROSTRALMIDDLEFRONTAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_ROSTRALMIDDLEFRONTAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-rostralmiddlefrontal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_ROSTRALMIDDLEFRONTAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_SUPERIORFRONTAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-superiorfrontal,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_SUPERIORFRONTAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_SUPERIORFRONTAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-superiorfrontal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_SUPERIORFRONTAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_SUPERIORPARIETAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-superiorparietal,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_SUPERIORPARIETAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_SUPERIORPARIETAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-superiorparietal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_SUPERIORPARIETAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_SUPERIORTEMPORAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-superiortemporal,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_SUPERIORTEMPORAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_SUPERIORTEMPORAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-superiortemporal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_SUPERIORTEMPORAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_SUPRAMARGINAL_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-supramarginal,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_SUPRAMARGINAL,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_SUPRAMARGINAL_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-supramarginal ROI size in mm^3,N,mm^3,pet_other,0.993015,89,85,False,False,False,CTX_LH_SUPRAMARGINAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_TEMPORALPOLE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-temporalpole,N,av1451 uptake - subregion,pet_other,0.993015,89,89,False,False,False,CTX_LH_TEMPORALPOLE,exclude_high_missing,Availability is below the configured feature threshold.
CTX_LH_TEMPORALPOLE_SIZE_UCBERKELEYAV1451_10_17_16,True,UCBERKELEYAV1451,ctx-lh-temporalpole ROI size in mm^3,N,mm^3,pet_other,0.993015,89,82,False,False,False,CTX_LH_TEMPORALPOLE_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
