"column_name","modality","missing_rate","non_missing_count","recommended_use"
"ST65SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST66SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.376501","7944","include_optional"
"ST67SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST68SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST69SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST6SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST70SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST71SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST72CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST72SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST72TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST72TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST73CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST73SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST73TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST73TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST74CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST74SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST74TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST74TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST75SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST76SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST77SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST78SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST79SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST7SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST80SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST81CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST81SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST81TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST81TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST82CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST82SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST82TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST82TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST83CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST83SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST83TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST83TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST84CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST84SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST84TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST84TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST85CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST85SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST85TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST85TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST86SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST87CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST88SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST89SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST8SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.592968","5186","include_optional"
"ST90CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST90SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST90TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST90TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST91CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST91SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST91TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST91TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST92SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST93CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST93SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST93TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST93TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST94CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST94SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST94TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST94TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST95CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST95SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST95TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST95TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST96SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST97CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST97SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST97TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST97TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST98CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST98SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST98TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST98TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST99CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST99SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST99TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST99TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST9SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"update_stamp_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.375873","7952","exclude_administrative"
"EXAMDATE_BAIPETNMRC_09_12_16","visit_time","0.697198","3858","exclude_leakage"
"VERSION_BAIPETNMRC_09_12_16","administrative","0.697198","3858","exclude_administrative"
"LONIUID_BAIPETNMRC_09_12_16","identifier","0.697198","3858","exclude_identifier"
"RUNDATE_BAIPETNMRC_09_12_16","administrative","0.697198","3858","exclude_administrative"
"STATUS_BAIPETNMRC_09_12_16","administrative","0.697198","3858","exclude_administrative"
"HIPPL01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTSUPL01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTMIDL01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"PARAHIPL01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FUSFRML01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"OCCMIDL01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"ANGULL01_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"PARIINFL01_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"SUPMRGL01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"TMPMIDL01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"PRECUNL01_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"CINGPSTL01_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"PARAHIPR01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTSUPR01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"OCCMIDR01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FUSFRMR01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTMIDR01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"ANGULR01_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"PARIINFR01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"TMPMIDR01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"SUPMRGR01_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"PRCUNSR01_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"HIPPR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"LINGUALL01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"LINGUALR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"CINGPSTR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTINFL01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTINFR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPL01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"INSULAL01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"INSULAR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"CINGANTL01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"CINGANTR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"CINGMIDL01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"CINGMIDR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPSUPL01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPSUPR01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPINFL01_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPINFR01_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"FRTSUPL02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTMIDL02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"CINGPSTL02_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"CINGMIDL02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTSMEDL02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FUSFRML02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"TMPMIDL02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"OCCMIDL02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"TMPINFL02_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"PRECUNL02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"CINGANTL02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTMIDOR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTMIDR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"FRTSUPR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"ANGULR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"ANGULL02_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"PARIINFR02_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"TMPMIDR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"INSULAR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"TMPPOSR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"CINGANTR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"CINGMIDR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"PRECUNR02_BAIPETNMRC_09_12_16","pet_fdg","0.969469","389","exclude_high_missing"
"RECTUSR02_BAIPETNMRC_09_12_16","pet_fdg","0.976689","297","exclude_high_missing"
"CINGPSTR02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARIINFL02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"INSULAL02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTINFL02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTINFR02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCMIDR02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMIDOL02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSMEDR02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FUSFMR02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"RECTUSL02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPPOSL02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPL02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPR02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"SUPMRGL02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"SUPMRGR02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPINFR02_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMIDL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMIDR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSUPL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSUPR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSMEDL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSMEDR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPSUPL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPSUPR03_BAIPETNMRC_09_12_16","pet_fdg","0.987756","156","exclude_high_missing"
"TMPMIDL03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"TMPMIDR03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"TMPINFL03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"TMPINFR03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"FUSFRML03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FUSFRMR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"LINGUALL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"LINGUALR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARAHIPL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARAHIPR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARIINFL03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"PARIINFR03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"PRECUNL03_BAIPETNMRC_09_12_16","pet_fdg","0.987756","156","exclude_high_missing"
"PRECUNR03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"CINGANT03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"CINGMID03_BAIPETNMRC_09_12_16","pet_fdg","0.992779","92","exclude_high_missing"
"CINGPST03_BAIPETNMRC_09_12_16","pet_fdg","0.987756","156","exclude_high_missing"
"ANGULR03_BAIPETNMRC_09_12_16","pet_fdg","0.987756","156","exclude_high_missing"
"OCCMIDL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCMIDR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCSUPL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCSUPR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCINFL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCINFR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"THALAML03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"THALAMR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMEDL03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMEDR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"SUPMRGL03_BAIPETNMRC_09_12_16","pet_fdg","0.987756","156","exclude_high_missing"
"SUPMRGR03_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMIDL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMIDR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSUPL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSUPR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSMEDL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSMEDR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPSUPL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPSUPR04_BAIPETNMRC_09_12_16","pet_fdg","0.973942","332","exclude_high_missing"
"TMPMIDL04_BAIPETNMRC_09_12_16","pet_fdg","0.973942","332","exclude_high_missing"
"TMPMIDR04_BAIPETNMRC_09_12_16","pet_fdg","0.966251","430","exclude_high_missing"
"TMPINFL04_BAIPETNMRC_09_12_16","pet_fdg","0.973942","332","exclude_high_missing"
"TMPINFR04_BAIPETNMRC_09_12_16","pet_fdg","0.966251","430","exclude_high_missing"
"FUSFRML04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FUSFRMR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"LINGUALL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"LINGUALR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARAHIPL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARAHIPR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARIINFL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARIINFR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PRECUNL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PRECUNR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"CINGANT04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"CINGMID04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"CINGPST04_BAIPETNMRC_09_12_16","pet_fdg","0.973942","332","exclude_high_missing"
"OCCMIDL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCMIDR04_BAIPETNMRC_09_12_16","pet_fdg","0.966251","430","exclude_high_missing"
"OCCSUPL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCSUPR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCINFL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"OCCINFR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"THALAML04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"THALAMR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMEDL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMEDR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"SUPMRGL04_BAIPETNMRC_09_12_16","pet_fdg","0.966251","430","exclude_high_missing"
"SUPMRGR04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"ANGULL04_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"ANGULR04_BAIPETNMRC_09_12_16","pet_fdg","0.973942","332","exclude_high_missing"
"FRTMIDL05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTMIDR05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSUPL05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSUPR05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSMEDL05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FRTSMEDR05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPSUPL05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPSUPR05_BAIPETNMRC_09_12_16","pet_fdg","0.984146","202","exclude_high_missing"
"TMPMIDL05_BAIPETNMRC_09_12_16","pet_fdg","0.984146","202","exclude_high_missing"
"TMPMIDR05_BAIPETNMRC_09_12_16","pet_fdg","0.975669","310","exclude_high_missing"
"TMPINFL05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"TMPINFR05_BAIPETNMRC_09_12_16","pet_fdg","0.984146","202","exclude_high_missing"
"FUSFRML05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"FUSFRMR05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARAHIPL05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARAHIPR05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPL05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARISUPR05_BAIPETNMRC_09_12_16","pet_fdg","1.0","0","exclude_high_missing"
"PARIINFL05_BAIPETNMRC_09_12_16","pet_fdg","0.984146","202","exclude_high_missing"
